联系方式,#genre#
洪雅新闻综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5QnhUTGw1QzREOU1UNTRabWROTlVrVkpEeElJRCs2K0cxbVpFOHF6dTIyd3p0bWJCYkRxaHE0QUhVY3Q2Yy9GemYrZVVIbnhyYjh3NUtteU54ZE5kMDV3UWEwT0ZGMmpTVGRDRFVVTDRjZVNGV2g2MDdpN3BVaU8=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
洪雅新闻综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEdPblFINkd1OGo4cHkxOEZOa294cFVPemY3SDNWMTkrM0htUEw2QVgzYVlWblRQNFZnWk5MQzdGYW12UFZwM0JxWGNuRWdYdkJJWUNYUTB6b0lCeVJt/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
璧山综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y0o1RTNxK3N2T0NoQkM2Y1phYmRUQUpYQ0F1bC93MFdURzRFbzAwTGxCR0lLQVhWREt3N24vQ2ZOZkFqV3UvRE5HOEZkcE9GZXpDN3p3TjFxVitqRWc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
璧山综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y0o1RTNxK3N2T0NoQkM2Y1phYmRUQUpYQ0F1bC93MFdURzRFbzAwTGxCRkdMbHhwZWkrNVYvQnBVN0dVMEVQWEdZM3JRT0l2eXRjPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
甘孜综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y0hRTGIrQnFMQmZuZ2h3OURlNG9FM0NRbTVrQWhpK2Z2TUVab1E0bXMzU1YwenFxMkVNblRGWmU2UlRxck12b1RvY3JYQmQwZVJRNTJrRVoveU1GQmQ1azk0Vkhvb09vM1RmSU5uRE9GVTg9/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
甘孜综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y0hRTGIrQnFMQmZuZ2h3OURlNG9FM0NRbTVrQWhpK2Z2TUVab1E0bXMzU1YwenFxMkVNblRGWmU2UlRxck12b2EwZ2ZRdDlLL0tValByTTdhdUZXVDEyQm9DNDdtcmRW/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
甘孜综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEdPblFINkd1OGo4cHkxOEZOa294cFVPemY3SDNWMTkrM0htUEw2QVgzYVlXSVFocEdwYWZDcG9KOEhlbnFwVjkxQ1RFdUNKUjhYdEJXMXN1L3hRenVo/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
眉山公共,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/YXpscVVTQW9JbXgyY09Cb0hlTHkxUVdFUGRMK2RnRDZ4YkRxQkQxOE9NTklFVHF2U3A4TitvY2cvK3VyeldyTjJDKzdGdmczUzhhdjRKMnAyVDFkekE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
眉山公共,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/YXpscVVTQW9JbXgyY09Cb0hlTHkxUVdFUGRMK2RnRDZ4YkRxQkQxOE9NTklFVHF2U3A4TitrTG1xanlNZzVXcWVyd0M1L3FSUnRaY05UeE9FYlptbFE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
眉山公共,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEUwWTk3Vk0wWXh5TjdrK1oyaTljcTA3Sk5VRkQ3b1h6MXo2NWNpa2NGcnBRYm1sdkxDaXVNSGsvNndlaXh6c1k4b1BwUkl2Wld6bXVxK0I0MnVNWVZZYXpSZkVqNVdIa1lyYTRCWVlrT0kzZz09/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
眉山新闻综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEUwWTk3Vk0wWXh5TjdrK1oyaTljcTBtaFlsV1NVZWt4QkZLMktYQldwbTBiMGRmUFg4ZzVFV0JJNEZOMCtkNE9zamljemJBV2R6NmNBVG5XWmFyaWVXWTcyV1B6T1VsV1VFY2ZabGlRSXVwUT09/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
眉山新闻综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEUwWTk3Vk0wWXh5TjdrK1oyaTljcTBtaFlsV1NVZWt4QkZLMktYQldwbTBiMGRmUFg4ZzVFV0h1L3JzVFYwTXpEY3dMWWsvNFQ3MHJ1VUR5cm85SmIrb1orV1h3aU1ZU1d3OUJ6byt3Vy83Zz09/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
眉山综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEdPblFINkd1OGo4cHkxOEZOa294cFVPemY3SDNWMTkrM0htUEw2QVgzYVlSODFFUmFlZEtPRUJYVTlYTVRrT2xUczlVczFzQnVMemkxQWVzeXp1Y1lU/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
营山电视台,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/ZDZPVnBpbFBxNkdFam1ReDhaR0FhRzJkTHFnSDFjYWJkWjVSRStaMm1PTGFrbXlYQ3pWVlNiRW1QNks2YjJkazRFVTY1Sk9maStPWkZBQzFGZXFlOGhQN0xSUmY5SjNjbFh6Nk5CS2MyWUNJM3VOZkVUWUtzdGcxNUNkaUpBTUFLaFVPSGpzZWxyTT0=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
营山电视台,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/ZDZPVnBpbFBxNkdFam1ReDhaR0FhRzJkTHFnSDFjYWJkWjVSRStaMm1PTGFrbXlYQ3pWVlNiRW1QNks2YjJkazRFVTY1Sk9maStPWkZBQzFGZXFlOGhQN0xSUmY5SjNjeXNqK3ROQUJIbzN4allqYmhtQTh6LzYza29zdGx0djU=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
营山电视台,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/ZDZPVnBpbFBxNkdFam1ReDhaR0FhRzJkTHFnSDFjYWJkWjVSRStaMm1PTGFrbXlYQ3pWVlNiRW1QNks2YjJkazRFVTY1Sk9maStPWkZBQzFGZXFlOGhQN0xSUmY5SjNjTm8zb29nT2t3QnpXWHlDY1FvZXhvUFJ3UlRSK0xmL2JnRys4cFhNWEJTVWVnemxrYmp5YnMyc1Y2NXhVbzVkdzA2TmtCb00yUC9aOE12TlNwQzlOWml5VVhad3d1bUp0YWRsQWxtSkwvS3U1QkFDb2RMS0NNcFl2eUVtRmtybTdqMjdTQmRMYjZuWWJRWUgvWi9kSVRRPT0=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
西青新闻综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y0o1RTNxK3N2T0NuYVBTc0xrck5jOW01WXNva29yc0ltOGZxczFjNzUzWGxtZVNqazVIUXQ5TEhxdzVsSTVNTWViaVdUTUUzdWM2RDdTOWhOVThvNHc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
西青新闻综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y0o1RTNxK3N2T0NuYVBTc0xrck5jOW01WXNva29yc0ltOGZxczFjNzUzV1A0dmtjQ0FLaGJKeWNSOGdsUlBqdklZb1dpQ2JJNUFnPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
达州公共,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y0hRTGIrQnFMQmRHWFkvbmVrZmM5VTFSYUdPUkMxSnp0MlJqaHpTdVoyUTNqVjg0Um9lVC9iYUFIRG95MEFld0pJQTYvV0Nwb1Ixd1VWb1k2eWNiN2c9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
达州公共,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEdPblFINkd1OGo4cHkxOEZOa294cFVPemY3SDNWMTkrM0htUEw2QVgzYVlScm1NNEg0VHArTGRqVmtqeVp6cSs0cGgxR0RYQkdweG11aFNsL3NybEZU/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
达州新闻综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y0hRTGIrQnFMQmRHWFkvbmVrZmM5VTFSYUdPUkMxSnp0MlJqaHpTdVoyVHd2L3ZmRjg5dG92Yjd3WWVnblRDZ1RDZ1UzMjhGZStzYTVpb0MrTFlBRW0vYzJEUkRzSlJR/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
达州新闻综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEdPblFINkd1OGo4cHkxOEZOa294cFVPemY3SDNWMTkrM0htUEw2QVgzYVlXd3I0dkp5R3phMnB2bW9sUEl2anJROU05KzZsREE3bEtreGJoSW1PUGF5/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
达州通川,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y0hRTGIrQnFMQmRHWFkvbmVrZmM5VTFSYUdPUkMxSnp0MlJqaHpTdVoyVGFrbUYwRVZEc1IrRVZBY3FBWTF2L1dvdGZWdDRaN25QWkZyblI2LzlKMFE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
达州通川,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEdPblFINkd1OGo4cHkxOEZOa294cFVPemY3SDNWMTkrM0htUEw2QVgzYVlSL1dvSysxeFgydFJ6NURjTXRVK2NTb09TS0lOV1ZiN0s3amdVR2ZSN3Ru/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
金川新闻综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5QnpmL2lhUUNuTG9kTkVqRThmVVBOUkNYNU1YN0plOWhYbExxQ0xaRStESFRjTUJmMnBraUVhbmlkY3kwSmMyVGU0PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
金川新闻综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/YXpscVVTQW9JbXpnd0xSdHNQalI4VmFDSU5CYTRIb0UvZEFxZVRabnNrckVLTWY1TThKTmdSZURKSjdVckQvaGdRdVN0Q2NieGdyS2pab0FBbStoaWc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
金川新闻综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/YXpscVVTQW9JbXpnd0xSdHNQalI4VmFDSU5CYTRIb0UvZEFxZVRabnNrckVLTWY1TThKTmdlL0J5c1FUUHZ0ZFhRb24vWXJSVnE2MkN0Mmc5ejBCanA5RkgzQ1BQOEhaTXl6aUc4NlZETXo5ZUlENlduT21EdThZUlJRQ3k3NTZXY0k3Tzl5TitFb2Z6eWJ0UkdpbjJET3plYmE5bEZtRQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
金川新闻综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/YXpscVVTQW9JbXpnd0xSdHNQalI4VmFDSU5CYTRIb0UvZEFxZVRabnNrckVLTWY1TThKTmdlL0J5c1FUUHZ0ZFhyVllDc01JbkFUaWt3TGFjS3I0ZDZsNkxQdHRWWTFi/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
金川新闻综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEZhUlZmcHJ2aS9Vekh0Y3hhZlcweGNZMDJ5N3QrNUd1NmFydUNzQmc4VnN1ZnF5c2NkVjNpQnltTmVXMFpKMEd2L0s3Q2x4NnlXNUxnak03VTFteVJTY0VlN3VnT2FlOUZDZmpVQ1YvZGd4c011b3BualBadm8ycDE3WDhWa29DaXYzcTBTamVKcTlnPT0=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
长宁综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/YzkyR0Q2U2FIczVKaUU5dXN2V3lhWktYTXZvejBFL3pMYkxyL3RVTW91SDB4SmlDMVZuNldYUEQxUE53ZWh6Yk52RmpmODJTQ05laUhCS0ZqeUlLOEE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
长宁综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/YzkyR0Q2U2FIczVKaUU5dXN2V3lhWktYTXZvejBFL3pTeGpJQ0lMVnp2VTVFWGNVWUlzTWdycFF6dFRWYWQzRnZ1OWh2WXpPY3Niamhqa2JWTUZjT3c9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
长宁综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEdPblFINkd1OGo4cHkxOEZOa294cFVPemY3SDNWMTkrM0htUEw2QVgzYVlZMEhRc2YyTk1UTzl4U2JLYlZsbk9kRGNhSHhRSXFzWHY1UHFLaiszUHFa/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
雅安公共,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEdPblFINkd1OGo4cHkxOEZOa294cFVPemY3SDNWMTkrM0htUEw2QVgzYVlhUkpQcGg3bEduLzVXUnJwN1NOWU83Q1NsWC81N2ttVjZWdkRqWFZXSkY1/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
青神综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/YXpscVVTQW9JbXlhZ1hmZ0ljd2F4SWtTRHAvYkZEQStTaFVyRzNTK1o3R05hVUhaTnp1SWJJYnpyTlhnb3B4YVd5NkZzSzNyQW4wPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
青神综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/YXpscVVTQW9JbXlhZ1hmZ0ljd2F4SWtTRHAvYkZEQStTaFVyRzNTK1o3SHViclZkZER3S0JZc0tsclhUNWdIUjVIRXR0eUlZeUs5TG1jNzBZOUw2VHc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
青神综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/YXpscVVTQW9JbXlhZ1hmZ0ljd2F4TlhHeWZ0MnhhS01ZdHBsWm5mVlNtempVMGZNTkpoSllKeldpb1Y1Q2pIK3g1Tkh1TCt0SVg4b0UrSjlVWTFTM0E9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
青神综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEdPblFINkd1OGo4cHkxOEZOa294cFVPemY3SDNWMTkrM0htUEw2QVgzYVllZkExQThmclQzNzd3dUJaUXA3RCs1ZGVXM3dsSHpwaERKWjNsOFVtQUpT/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
马尔康综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/YXpscVVTQW9JbXdDSDBxYk1MTnlucUhHOFF1Y3ZqRHpHckJIZHZvSjJhOWN1MGpJZkcxZGg2L0VLTjlKRWc1T2I0cHRlMnREUHMwPQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
马尔康综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/YXpscVVTQW9JbXdDSDBxYk1MTnlucUhHOFF1Y3ZqRHpHckJIZHZvSjJhL0pOdTU3QjhGMDZ3RHA1aHdaNTYraEg2QnZRZi9RNkFDYm04dUVzN1NncUE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
黑水新闻综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/YXpscVVTQW9JbXphMzVIV1QzWEl2aUZyNFFGZTg5bFIyTFoxUzhqTk1xQUFiVUxZcG5ObXZrZ00zdUV0V0FQMS82c0s5ak1oM1JsbXZuYjVacFZFM2c9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
龙泉驿新闻综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEgzV1NUelE1ZktCQ2wwQUpCOW9iUTR4K2krTWV4MkFEcHhIQVNXV2h1b2tLYW4rK3p3VE5aNTF0K0xqeHBSY3lCdi8yb3lIWmcrWUttRmlzLzI0a2lNZGJkejZqbTB1UW89/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
北京台,#genre#
BRTV卡酷少儿,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5QnlSaFBQTTBveEFLcjlTR3E2VlhUczI2SEU5ZlhCWHRDaTZuZTFDdUF5U1Zmc3B0MlBuUkwrc1FlYUxpT0lvVHVNbzZDd3ZlZFI1aElHQjc3RWVDTmhM/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
BRTV国际频道,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5QnlSaFBQTTBveEFLcjlTR3E2VlhUczI2SEU5ZlhCWHRDaTZuZTFDdUF5U1ZXcDlpaThTMThKVHhBV2VmZUQzaWs2clA1dmhndkRoYVNFMmxmMEtvUHp3/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
BRTV影视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/cGlLV000THF2N0FDdTNuNnFmSDdiUHd0Q0taem11U0xPdVVtR3E4Zk4rRWhRazZiU2ZPa1UzcW5mSy91K3diUjc5amE1ZXI1djAyYU9SR05xRlQ2N1pHcmhiY2xHQmY3/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
BRTV影视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5QnlSaFBQTTBveEFLcjlTR3E2VlhUczI2SEU5ZlhCWHRDaTZuZTFDdUF5U1ZYMVdqYXNPcTZkTXlkT1NvS1NCSFg5emljeTR3dFQ0TGN1VU81c2kvdXo5/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
BRTV文艺,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5QnlSaFBQTTBveEFLcjlTR3E2VlhUczI2SEU5ZlhCWHRDaTZuZTFDdUF5U1ZhVnZPQkJ1MzJoM3NhNUtxTllBbFV4UkMrUUFxMTQyWEpHN2R4VlZ3N1hP/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
BRTV新闻,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5QnlSaFBQTTBveEFLcjlTR3E2VlhUczI2SEU5ZlhCWHRDaTZuZTFDdUF5U1ZRMEhvKzJHTGVDQ0loWGZrb2lOZE5hZ0Q3c2dXSVJGazQwT0pEVWpkVkQw/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
BRTV新闻,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VdytVdFRjQ3gzZ29JL1hSd2JQNkd5dEJCa1Znek1SaGYyVTBxRXBybWVWZ1RNRzNoNU5Db05xNnFjWDdMTnNheVg4L2dJSjExMUtUcHllay9lTno3bTU3b0E4TW14VzYxbHNjRkFPcm9uWFdDeVhTOVg5TDVjMmtPc1A0V3JZejd3PT0=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
BRTV新闻,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VeWRoQTEra0phTFNEcVY2ZDVSNnJTWDhvL1pTNGsza3VqYVFDZ0hCSjJoam5IdUhWcCsvbHVVL2gyQUNDLzVLcENZVFZYTnkzdHNyVkh2d3pTQU54QWJacy85V1JrNStuaHFxRy81dHM4VDdScWhOblZpL0RTV1BZQkpwN3k3dWpBPT0=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
BRTV生活,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/cGlLV000THF2N0FDdTNuNnFmSDdiUHd0Q0taem11U0xPdVVtR3E4Zk4rRWhRazZiU2ZPa1UwVDlFdDBuQVo3OFMzaGdPaXFKNEdYaEt3ZXFmMUZDY3pyVFBwMnFyY1dQ/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
BRTV生活,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5QnlSaFBQTTBveEFLcjlTR3E2VlhUczI2SEU5ZlhCWHRDaTZuZTFDdUF5U1ZZVFNmTy9uNnFiWWZzRFUrSmRPdEZKK0xKczZoYVg0L00xQjNGVUo4TUlw/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
BRTV纪实科教,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5QngxRmRDUlNxeXBNSjY4SEo4MFVhZHVJVFVDQUNnMWhhckJJeENEdCs3Yk5wZGNXSjhxVUtIemhDTUJLV2lYNzNuVmhYSyt6VldRWmVQS3pUWllqRTdZ/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
BRTV纪实科教,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5QnlSaFBQTTBveEFLcjlTR3E2VlhUczI2SEU5ZlhCWHRDaTZuZTFDdUF5U1ZZSVpoUm52a1YwdkQ1eFVTaDAwSTlFdmpOWVc4b1NVQmJzS3ZGN0h2Q1pv/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
BRTV财经,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5QnlSaFBQTTBveEFLcjlTR3E2VlhUczI2SEU5ZlhCWHRDaTZuZTFDdUF5U1ZSeERub2JSMmZwMDRvOE5HaXdVK3daa1pjVWNYVVhoSEFhOTJtUG9Wa1F1/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
CGTN纪录,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/dDQzNWh4UWkrK3RaUSt6Y2p4OUYyWkd1L2x1elFPVmxscnM4SjhSODdsMG5EendkRHdIUTVaZHBua3R3YmNDcnczZXRHTXBXODlJbzhHMnlOL3ZmcGRTa3l4blUyTUxk/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
CGTN纪录,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Vjc5eXFtcmZFa3JrQ1dhZTV0N1FCZm1vei9McHh1NVplT0tYWVRMOUhadTdKUjVYbkNaRS9kcGdSWUxnQ3ErNU4yQXcwMGNGRTQ0ZEczaHhNYkVhdHc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
CGTN纪录,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5QnlSaFBQTTBveEFLcjlTR3E2VlhUczI2SEU5ZlhCWHRDaTZuZTFDdUF5U1ZSS0VrUWtsTFR3S3ZTYnJodkJOS1UxNGhCbjA0dUVtcjBCdzRxRXJmQ3hI/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
CGTN纪录,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5QnlpUDBxVzBJbGxjSll0WlpGWFJvRkhaZVEySDdsakNrZWQxS3FiRWVSV3FIMWs4N0hMMlZzS0FYdkpNdzJxZ29LT3BkZmZscnRvL0RETnBoWm12REVLYjRXd01Bd1hOem1oc05jSG9KMDFVQlg3QVMxTmhiWmxubVFXRkVmclhicz0=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
CGTN纪录,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEdwYXU5eHUrYmhoaldWUEVvbk9hVDlSc1hQWFNTaUwrb3BIWGNZYVB5MGJvS1hFa1hVY2FmMnNxSGdsV2tPR2FQWkpac01HSU5mbUV0c1FHd005YTdv/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
CGTN纪录,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/aENpNEFMZ1BwWXdVLzhrZUFYdWlwd2tTNWZVTUxCaEYrVXlZU1ZjYVpwM095clRmSGNuVU1zdE00SjhVMWU2eFBuOFF0Q1FJM0tJbnk4QVVuaW82aWRPRERFN3JQaDd2/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
北京体育休闲频道,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y0o1RTNxK3N2T0ROWm5lRFl0SnI2aFRhd1Qyb1dOWEZ2UURnZHpvWlpxTnBoV2ZVbFRXV1A2dlJkYjg5SGxQVkhQREltWUJJZ08xN2wvSGdud3J2NHc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
北京体育休闲频道,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y0o1RTNxK3N2T0JUQXJFVE9KOGNkTVI2cUV1WHVaY0JGY0ppTkJKWFV1NlJIaGZiUW52ZVJCSFlOSXpCZG1MUXRtOXQ5ZmZ2OW53aEoxVy8wSjBpVVE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
北京体育休闲频道,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TENuMHlKbWU3ZnlGWXVIakhMSHh6ZzRoM1I1a2NzRnhCbmpCQUxVYXRJbTdLcS90bEJDWTdkb0IzbFgrRjZLa2sydjRFMXA5MldxU2cwSTFtL01IeWc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
北京体育休闲频道,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/cGlLV000THF2N0FDdTNuNnFmSDdiUHd0Q0taem11U0x3UUREN1pRdjR2WWlaMGJreFlFUVRnOGk2REpsbDlnbWNIdHBnUzUyZmZUK0lUdUVxVW9tK2JYTHBCbzBBWUhI/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
北京体育休闲频道,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Vjc5eXFtcmZFa3JrQ1dhZTV0N1FCZm1vei9McHh1NVplT0tYWVRMOUhadXdFUm5ndEJkQXRNY01WaEpEKzU3S3J2UmU1VEVIbjlHV3B1T1ZBT21vSlE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
北京体育休闲频道,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/cGlLV000THF2N0FDdTNuNnFmSDdiUHd0Q0taem11U0x3UUREN1pRdjR2WWlaMGJreFlFUVRxZTlrcXAvN0xBUlM5UytKcFp4VVVrelVjdzAvaUNBZlUwTkZYVTZ4L3RV/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
北京体育休闲频道,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5QndqZXFYZ2RvTmxZSU9VUEN4NmZuSHA4ME9ZUGc0Z3BqaTRidzYzcWlESlBWUHk1Vm9lZ0p4UlBYeWpaZFYyVURFZ1BZUTBDSDV6YnRCREtaOG5YRk1I/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
北京体育休闲频道,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Vjc5eXFtcmZFa3JrQ1dhZTV0N1FCZm1vei9McHh1NVplT0tYWVRMOUhadXdFUm5ndEJkQXRNY01WaEpEKzU3S3J2UmU1VEVIbjlId2lKYkFtZHgxZlE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
